"","X","Pos","Player","Age","Yrs","GS","Summary.of.Player.Stats","Drafted..tm.rnd.yr.","team_abbr","year"
"198",18,"LILB","Steve Nelson",31,"8",9,"","New England Patriots / 2nd / 34th pick / 1974","nwe",1982
"199",19,"RILB","Clayton Weishuhn",23,"Rook",9,"2.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 3rd / 60th pick / 1982","nwe",1982
"200",20,"ROLB","Don Blackmon",24,"1",9,"4.5 sacks, 2 interceptions, 2 fumbles recovered","New England Patriots / 4th / 102nd pick / 1981","nwe",1982
"201",21,"LCB","Mike Haynes*",29,"6",9,"0.0 sacks, 4 interceptions, 0 fumbles recovered","New England Patriots / 1st / 5th pick / 1976","nwe",1982
"202",22,"RCB","Raymond Clayborn",27,"5",9,"0.0 sacks, 1 interception, 1 fumble recovered","New England Patriots / 1st / 16th pick / 1977","nwe",1982
"203",23,"SS","Roland James",24,"2",7,"2.0 sacks, 3 interceptions, 0 fumbles recovered","New England Patriots / 1st / 14th pick / 1980","nwe",1982
"204",24,"FS","Rick Sanford",25,"3",9,"0.0 sacks, 2 interceptions, 1 fumble recovered","New England Patriots / 1st / 25th pick / 1979","nwe",1982
"205",26,"K","John Smith",33,"8",0,"5 of 8 field goals & 6 of 7 extra points","","nwe",1982
"206",27,"P","Rich Camarillo",23,"1",0,"49 punts for a 43.7 average, 0 blocked","","nwe",1982
"207",28,"PR","Ricky Smith",22,"Rook",0,"16 punt returns for a 8.7 average and 0 td","New England Patriots / 6th / 141st pick / 1982","nwe",1982
"208",29,"KR","Ricky Smith",22,"Rook",0,"24 kick returns for a 23.6 average and 1 td","New England Patriots / 6th / 141st pick / 1982","nwe",1982
"209",2,"QB","Steve Grogan",30,"8",12,"168 for 303, 2,411 yards, 15 td, 12 int, & 23 rushes for 108 yards and 2 td","New England Patriots / 5th / 116th pick / 1975","nwe",1983
"210",3,"RB","Tony Collins*",24,"2",16,"219 rushes for 1,049 yards, 10 td, & 27 catches for 257 yards and 0 td","New England Patriots / 2nd / 47th pick / 1981","nwe",1983
"211",4,"FB","Mark van Eeghen",31,"9",11,"95 rushes for 358 yards, 2 td, & 10 catches for 102 yards and 0 td","Oakland Raiders / 3rd / 75th pick / 1974","nwe",1983
"212",5,"WR","Cedric Jones",23,"1",11,"20 catches for 323 yards, 1 td","New England Patriots / 3rd / 56th pick / 1982","nwe",1983
"213",6,"WR","Stanley Morgan",28,"6",16,"58 catches for 863 yards, 2 td, & 1 rush for 13 yards and 0 td","New England Patriots / 1st / 25th pick / 1977","nwe",1983
"214",7,"TE","Lin Dawson",24,"2",10,"9 catches for 84 yards, 1 td","New England Patriots / 8th / 212th pick / 1981","nwe",1983
"215",8,"LT","Brian Holloway*",24,"2",16,"","New England Patriots / 1st / 19th pick / 1981","nwe",1983
"216",9,"LG","John Hannah*+",32,"10",16,"3 fumbles recovered","New England Patriots / 1st / 4th pick / 1973","nwe",1983
"217",10,"C","Pete Brock",29,"7",13,"","New England Patriots / 1st / 12th pick / 1976","nwe",1983
"218",11,"RG","Ron Wooten",24,"1",16,"","New England Patriots / 6th / 157th pick / 1981","nwe",1983
"219",12,"RT","Bob Cryder",27,"5",14,"3 fumbles recovered","New England Patriots / 1st / 18th pick / 1978","nwe",1983
"220",14,"LDE","Toby Williams",24,"Rook",10,"2.0 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 10th / 265th pick / 1983","nwe",1983
"221",15,"NT","Dennis Owens",23,"1",14,"4.0 sacks, 0 interceptions, 1 fumble recovered","","nwe",1983
"222",16,"RDE","Julius Adams",35,"12",16,"8.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 2nd / 27th pick / 1971","nwe",1983
"223",17,"LOLB","Andre Tippett",24,"1",13,"8.5 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 2nd / 41st pick / 1982","nwe",1983
"224",18,"LILB","Johnny Rembert",22,"Rook",8,"2.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 4th / 101st pick / 1983","nwe",1983
"225",19,"RILB","Clayton Weishuhn",24,"1",16,"2.0 sacks, 0 interceptions, 3 fumbles recovered","New England Patriots / 3rd / 60th pick / 1982","nwe",1983
"226",20,"ROLB","Don Blackmon",25,"2",14,"3.5 sacks, 1 interception, 0 fumbles recovered","New England Patriots / 4th / 102nd pick / 1981","nwe",1983
"227",21,"LCB","Ronnie Lippett",23,"Rook",16,"0.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 8th / 214th pick / 1983","nwe",1983
"228",22,"RCB","Raymond Clayborn*",28,"6",16,"","New England Patriots / 1st / 16th pick / 1977","nwe",1983
"229",23,"SS","Roland James",25,"3",16,"2.0 sacks, 5 interceptions, 4 fumbles recovered","New England Patriots / 1st / 14th pick / 1980","nwe",1983
"230",24,"FS","Rick Sanford",26,"4",16,"0.0 sacks, 7 interceptions, 1 fumble recovered","New England Patriots / 1st / 25th pick / 1979","nwe",1983
"231",26,"K","Fred Steinfort",31,"7",0,"6 of 15 field goals & 16 of 17 extra points","Oakland Raiders / 5th / 146th pick / 1976","nwe",1983
"232",27,"P","Rich Camarillo*",24,"2",0,"81 punts for a 44.6 average, 0 blocked","","nwe",1983
"233",28,"PR","Ricky Smith",23,"1",0,"38 punt returns for a 10.5 average and 0 td","New England Patriots / 6th / 141st pick / 1982","nwe",1983
"234",29,"KR","Ricky Smith",23,"1",0,"42 kick returns for a 21.8 average and 0 td","New England Patriots / 6th / 141st pick / 1982","nwe",1983
"235",2,"QB","Tony Eason",25,"1",13,"259 for 431, 3,228 yards, 23 td, 8 int, & 40 rushes for 154 yards and 5 td","New England Patriots / 1st / 15th pick / 1983","nwe",1984
"236",3,"RB","Craig James",23,"Rook",7,"160 rushes for 790 yards, 1 td, & 22 catches for 159 yards and 0 td","New England Patriots / 7th / 187th pick / 1983","nwe",1984
"237",4,"WR","Stanley Morgan",29,"7",12,"38 catches for 709 yards, 5 td","New England Patriots / 1st / 25th pick / 1977","nwe",1984
"238",5,"WR","Stephen Starring",23,"1",16,"46 catches for 657 yards, 4 td, & 2 rushes for -16 yards and 0 td","New England Patriots / 3rd / 74th pick / 1983","nwe",1984
"239",6,"TE","Lin Dawson",25,"3",15,"39 catches for 427 yards, 4 td","New England Patriots / 8th / 212th pick / 1981","nwe",1984
"240",7,"TE","Derrick Ramsey",28,"6",13,"66 catches for 792 yards, 7 td","Oakland Raiders / 5th / 136th pick / 1978","nwe",1984
"241",8,"LT","Brian Holloway*",25,"3",16,"","New England Patriots / 1st / 19th pick / 1981","nwe",1984
"242",9,"LG","John Hannah*",33,"11",15,"","New England Patriots / 1st / 4th pick / 1973","nwe",1984
"243",10,"C","Pete Brock",30,"8",12,"","New England Patriots / 1st / 12th pick / 1976","nwe",1984
"244",11,"RG","Ron Wooten",25,"2",16,"","New England Patriots / 6th / 157th pick / 1981","nwe",1984
"245",12,"RT","Darryl Haley",23,"2",16,"","New England Patriots / 2nd / 55th pick / 1982","nwe",1984
"246",14,"LDE","Kenneth Sims",25,"2",16,"3.5 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 1st / 1st pick / 1982","nwe",1984
"247",15,"NT","Dennis Owens",24,"2",16,"6.5 sacks, 0 interceptions, 1 fumble recovered","","nwe",1984
"248",16,"RDE","Toby Williams",25,"1",15,"6.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 10th / 265th pick / 1983","nwe",1984
"249",17,"LOLB","Andre Tippett*",25,"2",16,"18.5 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 2nd / 41st pick / 1982","nwe",1984
"250",18,"LILB","Steve Nelson*",33,"10",16,"4.0 sacks, 1 interception, 0 fumbles recovered","New England Patriots / 2nd / 34th pick / 1974","nwe",1984
"251",19,"RILB","Larry McGrew",27,"4",15,"0.5 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 2nd / 45th pick / 1980","nwe",1984
"252",20,"ROLB","Don Blackmon",26,"3",16,"5.0 sacks, 1 interception, 0 fumbles recovered","New England Patriots / 4th / 102nd pick / 1981","nwe",1984
"253",21,"LCB","Ernest Gibson",23,"Rook",8,"0.0 sacks, 2 interceptions, 1 fumble recovered","New England Patriots / 6th / 151st pick / 1984","nwe",1984
"254",22,"RCB","Raymond Clayborn",29,"7",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","New England Patriots / 1st / 16th pick / 1977","nwe",1984
"255",23,"SS","Roland James",26,"4",15,"0.0 sacks, 2 interceptions, 1 fumble recovered","New England Patriots / 1st / 14th pick / 1980","nwe",1984
"256",24,"FS","Fred Marion",25,"2",10,"1.0 sacks, 2 interceptions, 1 fumble recovered","New England Patriots / 5th / 112th pick / 1982","nwe",1984
"257",26,"K","Tony Franklin",28,"5",0,"22 of 28 field goals & 42 of 42 extra points","Philadelphia Eagles / 3rd / 74th pick / 1979","nwe",1984
"258",27,"P","Rich Camarillo",25,"3",0,"48 punts for a 42.1 average, 0 blocked","","nwe",1984
"259",28,"PR","Irving Fryar",22,"Rook",3,"36 punt returns for a 9.6 average and 0 td","New England Patriots / 1st / 1st pick / 1984","nwe",1984
"260",29,"KR","Tony Collins",25,"3",5,"25 kick returns for a 21.8 average and 0 td","New England Patriots / 2nd / 47th pick / 1981","nwe",1984
"261",2,"QB","Tony Eason",26,"2",10,"168 for 299, 2,156 yards, 11 td, 17 int, & 22 rushes for 70 yards and 1 td","New England Patriots / 1st / 15th pick / 1983","nwe",1985
"262",3,"RB","Tony Collins",26,"4",16,"163 rushes for 657 yards, 3 td, & 52 catches for 549 yards and 2 td","New England Patriots / 2nd / 47th pick / 1981","nwe",1985
"263",4,"FB","Craig James*",24,"1",14,"263 rushes for 1,227 yards, 5 td, & 27 catches for 360 yards and 2 td","New England Patriots / 7th / 187th pick / 1983","nwe",1985
"264",5,"WR","Irving Fryar*",23,"1",14,"39 catches for 670 yards, 7 td, & 7 rushes for 27 yards and 1 td","New England Patriots / 1st / 1st pick / 1984","nwe",1985
"265",6,"WR","Stanley Morgan",30,"8",13,"39 catches for 760 yards, 5 td, & 1 rush for 0 yards and 0 td","New England Patriots / 1st / 25th pick / 1977","nwe",1985
"266",7,"TE","Lin Dawson",26,"4",13,"17 catches for 148 yards, 0 td","New England Patriots / 8th / 212th pick / 1981","nwe",1985
"267",8,"LT","Brian Holloway*",26,"4",16,"2 fumbles recovered","New England Patriots / 1st / 19th pick / 1981","nwe",1985
"268",9,"LG","John Hannah*+",34,"12",14,"","New England Patriots / 1st / 4th pick / 1973","nwe",1985
"269",10,"C","Pete Brock",31,"9",8,"","New England Patriots / 1st / 12th pick / 1976","nwe",1985
"270",11,"RG","Ron Wooten",26,"3",14,"","New England Patriots / 6th / 157th pick / 1981","nwe",1985
"271",12,"RT","Steve Moore",25,"2",16,"","New England Patriots / 3rd / 80th pick / 1983","nwe",1985
"272",14,"LDE","Kenneth Sims",26,"3",13,"5.5 sacks, 0 interceptions, 2 fumbles recovered","New England Patriots / 1st / 1st pick / 1982","nwe",1985
"273",15,"NT","Dennis Owens",25,"3",13,"","","nwe",1985
"274",16,"RDE","Julius Adams",37,NA,12,"5.0 sacks, 0 interceptions, 2 fumbles recovered","New England Patriots / 2nd / 27th pick / 1971","nwe",1985
"275",17,"LOLB","Andre Tippett*+",26,"3",16,"16.5 sacks, 0 interceptions, 4 fumbles recovered","New England Patriots / 2nd / 41st pick / 1982","nwe",1985
"276",18,"LILB","Steve Nelson*",34,"11",15,"2.0 sacks, 0 interceptions, 3 fumbles recovered","New England Patriots / 2nd / 34th pick / 1974","nwe",1985
"277",19,"RILB","Larry McGrew",28,"5",13,"1.0 sacks, 1 interception, 2 fumbles recovered","New England Patriots / 2nd / 45th pick / 1980","nwe",1985
"278",20,"ROLB","Don Blackmon",27,"4",14,"8.0 sacks, 1 interception, 2 fumbles recovered","New England Patriots / 4th / 102nd pick / 1981","nwe",1985
"279",21,"LCB","Ronnie Lippett",25,"2",16,"0.0 sacks, 3 interceptions, 0 fumbles recovered","New England Patriots / 8th / 214th pick / 1983","nwe",1985
"280",22,"RCB","Raymond Clayborn*",30,"8",16,"0.0 sacks, 6 interceptions, 0 fumbles recovered","New England Patriots / 1st / 16th pick / 1977","nwe",1985
"281",23,"SS","Roland James",27,"5",16,"0.0 sacks, 4 interceptions, 0 fumbles recovered","New England Patriots / 1st / 14th pick / 1980","nwe",1985
"282",24,"FS","Fred Marion*",26,"3",16,"0.0 sacks, 7 interceptions, 3 fumbles recovered","New England Patriots / 5th / 112th pick / 1982","nwe",1985
"283",26,"K","Tony Franklin",29,"6",0,"24 of 30 field goals & 40 of 41 extra points","Philadelphia Eagles / 3rd / 74th pick / 1979","nwe",1985
"284",27,"P","Rich Camarillo",26,"4",0,"92 punts for a 43.0 average, 0 blocked","","nwe",1985
"285",28,"PR","Irving Fryar*",23,"1",14,"37 punt returns for a 14.1 average and 2 td","New England Patriots / 1st / 1st pick / 1984","nwe",1985
"286",29,"KR","Stephen Starring",24,"2",1,"48 kick returns for a 21.1 average and 0 td","New England Patriots / 3rd / 74th pick / 1983","nwe",1985
"287",2,"QB","Tony Eason",27,"3",14,"276 for 448, 3,328 yards, 19 td, 10 int, & 35 rushes for 170 yards and 0 td","New England Patriots / 1st / 15th pick / 1983","nwe",1986
"288",3,"RB","Tony Collins",27,"5",15,"156 rushes for 412 yards, 3 td, & 77 catches for 684 yards and 5 td","New England Patriots / 2nd / 47th pick / 1981","nwe",1986
"289",4,"FB","Craig James",25,"2",12,"154 rushes for 427 yards, 4 td, & 18 catches for 129 yards and 0 td","New England Patriots / 7th / 187th pick / 1983","nwe",1986
"290",5,"WR","Irving Fryar",24,"2",13,"43 catches for 737 yards, 6 td, & 4 rushes for 80 yards and 0 td","New England Patriots / 1st / 1st pick / 1984","nwe",1986
"291",6,"WR","Stanley Morgan*",31,"9",16,"84 catches for 1,491 yards, 10 td","New England Patriots / 1st / 25th pick / 1977","nwe",1986
"292",7,"TE","Greg Hawthorne",30,"7",10,"24 catches for 192 yards, 0 td, & 1 rush for 5 yards and 0 td","Pittsburgh Steelers / 1st / 28th pick / 1979","nwe",1986
"293",8,"LT","Brian Holloway",27,"5",15,"1 fumble recovered","New England Patriots / 1st / 19th pick / 1981","nwe",1986
"294",9,"LG","Paul Fairchild",25,"2",15,"","New England Patriots / 5th / 124th pick / 1984","nwe",1986
"295",10,"C","Pete Brock",32,"10",16,"1 fumble recovered","New England Patriots / 1st / 12th pick / 1976","nwe",1986
"296",11,"RG","Ron Wooten",27,"4",16,"1 fumble recovered","New England Patriots / 6th / 157th pick / 1981","nwe",1986
"297",12,"RT","Steve Moore",26,"3",11,"","New England Patriots / 3rd / 80th pick / 1983","nwe",1986
"298",14,"LDE","Brent Williams",22,"Rook",16,"7.0 sacks, 0 interceptions, 4 fumbles recovered","New England Patriots / 7th / 192nd pick / 1986","nwe",1986
"299",15,"NT","Toby Williams",27,"3",16,"0.5 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 10th / 265th pick / 1983","nwe",1986
"300",16,"RDE","Garin Veris",23,"1",15,"11.0 sacks, 0 interceptions, 2 fumbles recovered","New England Patriots / 2nd / 48th pick / 1985","nwe",1986
"301",17,"LOLB","Andre Tippett*",27,"4",11,"9.5 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 2nd / 41st pick / 1982","nwe",1986
"302",18,"LILB","Steve Nelson",35,"12",10,"1.0 sacks, 2 interceptions, 0 fumbles recovered","New England Patriots / 2nd / 34th pick / 1974","nwe",1986
"303",19,"RILB","Larry McGrew",29,"6",14,"1.0 sacks, 2 interceptions, 0 fumbles recovered","New England Patriots / 2nd / 45th pick / 1980","nwe",1986
"304",20,"ROLB","Don Blackmon",28,"5",15,"7.5 sacks, 0 interceptions, 2 fumbles recovered","New England Patriots / 4th / 102nd pick / 1981","nwe",1986
"305",21,"LCB","Ronnie Lippett",26,"3",15,"0.0 sacks, 8 interceptions, 0 fumbles recovered","New England Patriots / 8th / 214th pick / 1983","nwe",1986
"306",22,"RCB","Raymond Clayborn*",31,"9",16,"0.0 sacks, 3 interceptions, 2 fumbles recovered","New England Patriots / 1st / 16th pick / 1977","nwe",1986
"307",23,"SS","Roland James",28,"6",15,"1.0 sacks, 2 interceptions, 0 fumbles recovered","New England Patriots / 1st / 14th pick / 1980","nwe",1986
"308",24,"FS","Fred Marion",27,"4",16,"0.0 sacks, 2 interceptions, 0 fumbles recovered","New England Patriots / 5th / 112th pick / 1982","nwe",1986
"309",26,"K","Tony Franklin*",30,"7",0,"32 of 41 field goals & 44 of 45 extra points","Philadelphia Eagles / 3rd / 74th pick / 1979","nwe",1986
"310",27,"P","Rich Camarillo",27,"5",0,"89 punts for a 42.1 average, 3 blocked","","nwe",1986
"311",28,"PR","Irving Fryar",24,"2",13,"35 punt returns for a 10.5 average and 1 td","New England Patriots / 1st / 1st pick / 1984","nwe",1986
"312",29,"KR","Stephen Starring",25,"3",2,"36 kick returns for a 22.3 average and 0 td","New England Patriots / 3rd / 74th pick / 1983","nwe",1986
"313",2,"QB","Steve Grogan",34,"12",6,"93 for 161, 1,183 yards, 10 td, 9 int, & 20 rushes for 37 yards and 2 td","New England Patriots / 5th / 116th pick / 1975","nwe",1987
"314",3,"RB","Tony Collins",28,"6",11,"147 rushes for 474 yards, 3 td, & 44 catches for 347 yards and 3 td","New England Patriots / 2nd / 47th pick / 1981","nwe",1987
"315",4,"FB","Mosi Tatupu",32,"9",9,"79 rushes for 248 yards, 0 td, & 15 catches for 136 yards and 0 td","New England Patriots / 8th / 215th pick / 1978","nwe",1987
"316",5,"WR","Irving Fryar",25,"3",12,"31 catches for 467 yards, 5 td, & 9 rushes for 52 yards and 0 td","New England Patriots / 1st / 1st pick / 1984","nwe",1987
"317",6,"WR","Stanley Morgan*",32,"10",9,"40 catches for 672 yards, 3 td","New England Patriots / 1st / 25th pick / 1977","nwe",1987
"318",7,"TE","Lin Dawson",28,"6",11,"12 catches for 81 yards, 0 td","New England Patriots / 8th / 212th pick / 1981","nwe",1987
"319",8,"LT","Danny Villa",23,"Rook",7,"","New England Patriots / 5th / 113th pick / 1987","nwe",1987
"320",9,"LG","Sean Farrell",27,"5",14,"","Tampa Bay Buccaneers / 1st / 17th pick / 1982","nwe",1987
"321",10,"C","Guy Morriss",36,"14",7,"","Philadelphia Eagles / 2nd / 28th pick / 1973","nwe",1987
"322",11,"RG","Ron Wooten",28,"5",13,"","New England Patriots / 6th / 157th pick / 1981","nwe",1987
"323",12,"RT","Bruce Armstrong",22,"Rook",12,"","New England Patriots / 1st / 23rd pick / 1987","nwe",1987
"324",14,"LDE","Kenneth Sims",28,"5",8,"1.5 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 1st / 1st pick / 1982","nwe",1987
"325",15,"NT","Toby Williams",28,"4",12,"4.5 sacks, 0 interceptions, 0 fumbles recovered","New England Patriots / 10th / 265th pick / 1983","nwe",1987
"326",16,"RDE","Garin Veris",24,"2",12,"7.0 sacks, 0 interceptions, 2 fumbles recovered","New England Patriots / 2nd / 48th pick / 1985","nwe",1987
"327",17,"LOLB","Andre Tippett*+",28,"5",13,"12.5 sacks, 0 interceptions, 3 fumbles recovered","New England Patriots / 2nd / 41st pick / 1982","nwe",1987
"328",18,"LILB","Steve Nelson",36,"13",11,"0.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 2nd / 34th pick / 1974","nwe",1987
"329",19,"RILB","Larry McGrew",30,"7",12,"1.0 sacks, 0 interceptions, 1 fumble recovered","New England Patriots / 2nd / 45th pick / 1980","nwe",1987
"330",20,"ROLB","Ed Williams",26,"3",7,"0.0 sacks, 1 interception, 2 fumbles recovered","New England Patriots / 2nd / 43rd pick / 1984","nwe",1987
"331",21,"LCB","Ronnie Lippett",27,"4",12,"1.0 sacks, 3 interceptions, 0 fumbles recovered","New England Patriots / 8th / 214th pick / 1983","nwe",1987
"332",22,"RCB","Raymond Clayborn",32,"10",10,"0.0 sacks, 2 interceptions, 1 fumble recovered","New England Patriots / 1st / 16th pick / 1977","nwe",1987
"333",23,"SS","Jim Bowman",24,"2",8,"0.5 sacks, 2 interceptions, 1 fumble recovered","New England Patriots / 2nd / 52nd pick / 1985","nwe",1987
"334",24,"FS","Fred Marion",28,"5",12,"0.0 sacks, 4 interceptions, 1 fumble recovered","New England Patriots / 5th / 112th pick / 1982","nwe",1987
"335",26,"K","Tony Franklin",31,"8",0,"15 of 26 field goals & 37 of 38 extra points","Philadelphia Eagles / 3rd / 74th pick / 1979","nwe",1987
"336",27,"P","Rich Camarillo",28,"6",0,"62 punts for a 40.1 average, 1 blocked","","nwe",1987
"337",28,"PR","Irving Fryar",25,"3",12,"18 punt returns for a 9.7 average and 0 td","New England Patriots / 1st / 1st pick / 1984","nwe",1987
"338",29,"KR","Stephen Starring",26,"4",1,"23 kick returns for a 19.3 average and 0 td","New England Patriots / 3rd / 74th pick / 1983","nwe",1987
